,Link,Title,Price,Type,Badrooms,Bathrooms,Guests
17,https://www.airbnb.it/rooms/46157145?category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1226025204&check_in=2023-12-08&check_out=2023-12-10&source_impression_id=p3_1697831419_6yAk3MgUGkyc92aM&previous_page_section_name=1000&federated_search_id=e5c2151d-33f2-4248-a83e-eaaa882f3bd7,Soggiorna con Andrea,53€,Bilocale,1,1,0
18,https://www.airbnb.it/rooms/890942391491384731?check_in=2023-12-08&check_out=2023-12-10&source_impression_id=p3_1697831419_4ExAoDZ%2BSRTv%2F9L%2B&previous_page_section_name=1000&federated_search_id=e5c2151d-33f2-4248-a83e-eaaa882f3bd7,Repubblica appartamento design con 2 camere letto,102€,Trilocale,2,1,4
19,https://www.airbnb.it/rooms/33369767?check_in=2023-12-08&check_out=2023-12-10&source_impression_id=p3_1697831419_VKSYcjPt5yCVsvxQ&previous_page_section_name=1000&federated_search_id=e5c2151d-33f2-4248-a83e-eaaa882f3bd7,Casa Crizia,105€,Trilocale,2,1,4
20,https://www.airbnb.it/rooms/7574547?check_in=2023-12-08&check_out=2023-12-10&source_impression_id=p3_1697831419_LQ0lnTpTWiK201mf&previous_page_section_name=1000&federated_search_id=e5c2151d-33f2-4248-a83e-eaaa882f3bd7,Colorata Mansarda-Teatro Lirico (spiaggia 20 min),68€,Trilocale,2,1,4
21,https://www.airbnb.it/rooms/964339085642889872?check_in=2023-12-08&check_out=2023-12-10&source_impression_id=p3_1697831419_6y2NpttZxV0dFIys&previous_page_section_name=1000&federated_search_id=e5c2151d-33f2-4248-a83e-eaaa882f3bd7,[Centro città]5min[Poetto]10 min•[Wi-Fi Netflix],85€,Bilocale,1,1,4
22,https://www.airbnb.it/rooms/50865213?check_in=2023-12-08&check_out=2023-12-10&source_impression_id=p3_1697831419_aZRsAikUZZqb5N54&previous_page_section_name=1000&federated_search_id=e5c2151d-33f2-4248-a83e-eaaa882f3bd7,Le stanze di elisa,82€,Bilocale,1,1,2
23,https://www.airbnb.it/rooms/624596049652312466?check_in=2023-12-08&check_out=2023-12-10&source_impression_id=p3_1697831419_eVfmu7yp3Tj%2FBS7k&previous_page_section_name=1000&federated_search_id=e5c2151d-33f2-4248-a83e-eaaa882f3bd7,Dante House in pieno centro ideale per gruppi,200€,Altro,3,2,6
24,https://www.airbnb.it/rooms/37266904?check_in=2023-12-08&check_out=2023-12-10&source_impression_id=p3_1697831419_d3lVgbVbCr9xnGRQ&previous_page_section_name=1000&federated_search_id=e5c2151d-33f2-4248-a83e-eaaa882f3bd7,The Silvia 's Place IUN P1844,147€,Quadrilocale,2,2,4
25,https://www.airbnb.it/rooms/630357758019073923?check_in=2023-12-08&check_out=2023-12-10&source_impression_id=p3_1697831419_tl6IZpyLHBmNWelj&previous_page_section_name=1000&federated_search_id=e5c2151d-33f2-4248-a83e-eaaa882f3bd7,Appartamento con posto auto e balcone centro città,94€,Bilocale,1,1,4
26,https://www.airbnb.it/rooms/622165515313540716?check_in=2023-12-08&check_out=2023-12-10&source_impression_id=p3_1697831419_rW3gWdcdB1uMTyhZ&previous_page_section_name=1000&federated_search_id=e5c2151d-33f2-4248-a83e-eaaa882f3bd7,Nuovo appartamento nel cuore di Cagliari,129€,Trilocale,2,1,4
27,https://www.airbnb.it/rooms/36553179?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-07&check_out=2023-12-11&source_impression_id=p3_1697831419_6XXsGOR12U%2Bdc58Q&previous_page_section_name=1000&federated_search_id=e5c2151d-33f2-4248-a83e-eaaa882f3bd7,Sa Martinica,57€,Monolocale,1,1,3
28,https://www.airbnb.it/rooms/37412672?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-07&check_out=2023-12-10&source_impression_id=p3_1697831419_Wh49bfEyOYj0OjFP&previous_page_section_name=1000&federated_search_id=e5c2151d-33f2-4248-a83e-eaaa882f3bd7,"Gina Apartment Centre vicino a Bus-Metro, WIFI GRATUITO",92€,Trilocale,2,1,6
